YYYYMMDD,DOY,TEMP,RHUM,RAIN,LAT,LON
2000-12-02,337,24.61,87.6111068725586,24.356090545654297,14.6774,121.25562
2000-12-03,338,25.64,79.13226318359375,0,14.6774,121.25562
2000-12-04,339,25.36,78.66910552978516,0,14.6774,121.25562
2000-12-05,340,25.65,77.63858795166016,0,14.6774,121.25562
2000-12-06,341,25.85,74.52545928955078,11.183485984802246,14.6774,121.25562
2000-12-07,342,23.91,78.43741607666016,67.10091400146484,14.6774,121.25562
2000-12-08,343,24.57,80.5232925415039,11.183485984802246,14.6774,121.25562
2000-12-09,344,26.88,80.23670196533203,0,14.6774,121.25562
2000-12-10,345,27.25,78.05830383300781,17.392173767089844,14.6774,121.25562
2000-12-11,346,25.89,82.56978607177734,0,14.6774,121.25562
2000-12-12,347,26.06,80.989501953125,0,14.6774,121.25562
2000-12-13,348,26.78,79.10884094238281,0,14.6774,121.25562
2000-12-14,349,27.02,75.19501495361328,0,14.6774,121.25562
2000-12-15,350,26.13,80.89006805419922,0,14.6774,121.25562
2000-12-16,351,26.07,79.0271224975586,0,14.6774,121.25562
2000-12-17,352,24.96,84.36384582519531,0,14.6774,121.25562
2000-12-18,353,25.75,82.72499084472656,0,14.6774,121.25562
2000-12-19,354,25.85,81.753997802734375,0,14.6774,121.25562
2000-12-20,355,26.29,75.99488830566406,0,14.6774,121.25562
2000-12-21,356,26.86,73.09672546386719,0,14.6774,121.25562
2000-12-22,357,25.6,80.787567138671875,0,14.6774,121.25562
2000-12-23,358,27.04,74.8115005493164,0,14.6774,121.25562
2000-12-24,359,26,78.79156494140625,0,14.6774,121.25562
2000-12-25,360,25.13,79.90937042236328,0,14.6774,121.25562
2000-12-26,361,24.43,82.42710876464844,123.71009826660156,14.6774,121.25562
2000-12-27,362,25.11,85.6349105834961,0,14.6774,121.25562
2000-12-28,363,26.74,78.71703338623047,0,14.6774,121.25562
2000-12-29,364,26.49,77.352325439453125,0,14.6774,121.25562
2000-12-30,365,26.42,78.08955383300781,0,14.6774,121.25562
2000-12-31,366,25.55,77.30792999267578,0,14.6774,121.25562
2001-01-01,001,23.9,67.06470489501953,0,14.6774,121.25562
2001-01-02,002,23.56,71.76154327392578,0,14.6774,121.25562
2001-01-03,003,23.69,73.40098571777344,0,14.6774,121.25562
2001-01-04,004,24.44,74.97252655029297,0,14.6774,121.25562
2001-01-05,005,24.48,80.0329360961914,0,14.6774,121.25562
2001-01-06,006,25.44,81.09748077392578,0,14.6774,121.25562
2001-01-07,007,26.73,78.4982681274414,0,14.6774,121.25562
2001-01-08,008,26.76,75.42724609375,0,14.6774,121.25562
2001-01-09,009,27.09,74.3339614868164,0,14.6774,121.25562
2001-01-10,010,27.28,72.27406311035156,0,14.6774,121.25562
2001-01-11,011,27.01,77.72296142578125,0,14.6774,121.25562
2001-01-12,012,26.62,78.8623275756836,0,14.6774,121.25562
2001-01-13,013,27.62,74.01835632324219,0,14.6774,121.25562
2001-01-14,014,24.85,76.51342010498047,0,14.6774,121.25562
2001-01-15,015,23.85,77.3037338256836,0,14.6774,121.25562
2001-01-16,016,23.26,79.10681915283203,0,14.6774,121.25562
2001-01-17,017,23.6,78.50053405761719,0,14.6774,121.25562
2001-01-18,018,24.64,78.84393310546875,0,14.6774,121.25562
2001-01-19,019,25.26,79.40412902832031,0,14.6774,121.25562
2001-01-20,020,24.76,82.03972625732422,0,14.6774,121.25562
2001-01-21,021,25.34,79.35188293457031,0,14.6774,121.25562
2001-01-22,022,24.97,77.51910400390625,0,14.6774,121.25562
2001-01-23,023,25.46,77.1063232421875,0,14.6774,121.25562
2001-01-24,024,25.76,80.5019760131836,0,14.6774,121.25562
2001-01-25,025,26.92,78.46309661865234,0,14.6774,121.25562
2001-01-26,026,27.17,80.005218505859375,0,14.6774,121.25562
